artist_name,artist_id,album_id,album_type,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode,artist
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.667,0.912,6,-3.218,0,0.044,0.00154,1.17e-6,0.792,0.867,138.084,70VukjWPu4TR2xQSRaEwlL,https://api.spotify.com/v1/audio-analysis/70VukjWPu4TR2xQSRaEwlL,4,1,199786,FALSE,https://api.spotify.com/v1/tracks/70VukjWPu4TR2xQSRaEwlL,FALSE,MANiCURE,NA,6,track,spotify:track:70VukjWPu4TR2xQSRaEwlL,https://open.spotify.com/track/70VukjWPu4TR2xQSRaEwlL,ARTPOP,F#,minor,F# minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.747,0.665,0,-4.38,1,0.0573,0.00106,1.19e-5,0.0702,0.432,117.035,73zDQykFwu3yT5VQ6MwYbh,https://api.spotify.com/v1/audio-analysis/73zDQykFwu3yT5VQ6MwYbh,4,1,247533,FALSE,https://api.spotify.com/v1/tracks/73zDQykFwu3yT5VQ6MwYbh,FALSE,ARTPOP,NA,7,track,spotify:track:73zDQykFwu3yT5VQ6MwYbh,https://open.spotify.com/track/73zDQykFwu3yT5VQ6MwYbh,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.712,0.861,0,-3.625,1,0.136,0.0062,3.42e-5,0.634,0.209,127.89,6AczxDV0grtXZZ7h8xI5cS,https://api.spotify.com/v1/audio-analysis/6AczxDV0grtXZZ7h8xI5cS,4,1,268600,TRUE,https://api.spotify.com/v1/tracks/6AczxDV0grtXZZ7h8xI5cS,FALSE,Swine,NA,8,track,spotify:track:6AczxDV0grtXZZ7h8xI5cS,https://open.spotify.com/track/6AczxDV0grtXZZ7h8xI5cS,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.694,0.814,9,-4.919,0,0.23,0.012,0,0.425,0.686,124.976,2OoLIJNxpsNs9wIHqWQrED,https://api.spotify.com/v1/audio-analysis/2OoLIJNxpsNs9wIHqWQrED,4,1,264960,TRUE,https://api.spotify.com/v1/tracks/2OoLIJNxpsNs9wIHqWQrED,FALSE,Donatella,NA,9,track,spotify:track:2OoLIJNxpsNs9wIHqWQrED,https://open.spotify.com/track/2OoLIJNxpsNs9wIHqWQrED,ARTPOP,A,minor,A minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.606,0.799,4,-4.737,0,0.0485,0.00286,0,0.118,0.501,116.991,2I5tTeFL69KZCiO0YYoql7,https://api.spotify.com/v1/audio-analysis/2I5tTeFL69KZCiO0YYoql7,4,1,239853,FALSE,https://api.spotify.com/v1/tracks/2I5tTeFL69KZCiO0YYoql7,FALSE,Fashion!,NA,10,track,spotify:track:2I5tTeFL69KZCiO0YYoql7,https://open.spotify.com/track/2I5tTeFL69KZCiO0YYoql7,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.48,0.967,4,-4.586,0,0.235,0.0156,0,0.356,0.206,101.997,0gMpKudmJ2ljDVAdIe9DmR,https://api.spotify.com/v1/audio-analysis/0gMpKudmJ2ljDVAdIe9DmR,4,1,277800,TRUE,https://api.spotify.com/v1/tracks/0gMpKudmJ2ljDVAdIe9DmR,FALSE,Mary Jane Holland,NA,11,track,spotify:track:0gMpKudmJ2ljDVAdIe9DmR,https://open.spotify.com/track/0gMpKudmJ2ljDVAdIe9DmR,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.339,0.429,0,-6.497,0,0.0348,0.667,0,0.082,0.16,128.686,1gPCk3KUE83rPdz9QqGsX9,https://api.spotify.com/v1/audio-analysis/1gPCk3KUE83rPdz9QqGsX9,4,1,221546,TRUE,https://api.spotify.com/v1/tracks/1gPCk3KUE83rPdz9QqGsX9,FALSE,Dope,NA,12,track,spotify:track:1gPCk3KUE83rPdz9QqGsX9,https://open.spotify.com/track/1gPCk3KUE83rPdz9QqGsX9,ARTPOP,C,minor,C minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.564,0.745,0,-4.333,1,0.0403,0.0124,0,0.146,0.358,133.901,2BnfMbmWbfqi7ac5y7GHXn,https://api.spotify.com/v1/audio-analysis/2BnfMbmWbfqi7ac5y7GHXn,4,1,248706,FALSE,https://api.spotify.com/v1/tracks/2BnfMbmWbfqi7ac5y7GHXn,FALSE,Gypsy,NA,13,track,spotify:track:2BnfMbmWbfqi7ac5y7GHXn,https://open.spotify.com/track/2BnfMbmWbfqi7ac5y7GHXn,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2eRJUtI7nXrQ5uYQ7tzTo9,album,2013-11-11,2013,day,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-6,0.143,0.738,139.945,5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/audio-analysis/5ka2ajep9OAvU5Sgduhiex,4,1,212333,FALSE,https://api.spotify.com/v1/tracks/5ka2ajep9OAvU5Sgduhiex,FALSE,Applause,NA,14,track,spotify:track:5ka2ajep9OAvU5Sgduhiex,https://open.spotify.com/track/5ka2ajep9OAvU5Sgduhiex,ARTPOP,G,minor,G minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.708,0.821,1,-4.911,1,0.0642,0.0256,2.98e-6,0.173,0.35,129.979,6ZzrLGS5iEU4IsOWR28G9p,https://api.spotify.com/v1/audio-analysis/6ZzrLGS5iEU4IsOWR28G9p,4,1,235746,FALSE,https://api.spotify.com/v1/tracks/6ZzrLGS5iEU4IsOWR28G9p,FALSE,Aura,NA,1,track,spotify:track:6ZzrLGS5iEU4IsOWR28G9p,https://open.spotify.com/track/6ZzrLGS5iEU4IsOWR28G9p,ARTPOP,C#,major,C# major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.807,0.896,5,-4.311,0,0.0571,0.0267,0,0.099,0.761,121.008,2LnBX9qbiLXF98j68Dd5oy,https://api.spotify.com/v1/audio-analysis/2LnBX9qbiLXF98j68Dd5oy,4,1,233706,FALSE,https://api.spotify.com/v1/tracks/2LnBX9qbiLXF98j68Dd5oy,FALSE,Venus,NA,2,track,spotify:track:2LnBX9qbiLXF98j68Dd5oy,https://open.spotify.com/track/2LnBX9qbiLXF98j68Dd5oy,ARTPOP,F,minor,F minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.616,0.92,5,-3.487,0,0.04,0.0133,0,0.122,0.521,110.004,3LxWophiKGZAKqX9JMbh7e,https://api.spotify.com/v1/audio-analysis/3LxWophiKGZAKqX9JMbh7e,4,1,232626,FALSE,https://api.spotify.com/v1/tracks/3LxWophiKGZAKqX9JMbh7e,FALSE,G.U.Y.,NA,3,track,spotify:track:3LxWophiKGZAKqX9JMbh7e,https://open.spotify.com/track/3LxWophiKGZAKqX9JMbh7e,ARTPOP,F,minor,F minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.666,0.718,8,-4.506,1,0.0555,0.0235,0,0.123,0.373,113.957,6HQLFLZKpzyqPUt5yArnCc,https://api.spotify.com/v1/audio-analysis/6HQLFLZKpzyqPUt5yArnCc,4,1,214680,FALSE,https://api.spotify.com/v1/tracks/6HQLFLZKpzyqPUt5yArnCc,FALSE,X Dreams,NA,4,track,spotify:track:6HQLFLZKpzyqPUt5yArnCc,https://open.spotify.com/track/6HQLFLZKpzyqPUt5yArnCc,ARTPOP,G#,major,G# major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.734,0.898,2,-4.125,1,0.0848,0.00298,0,0.23,0.542,136.073,1BrxO4PTwEjHPqnWykhJhL,https://api.spotify.com/v1/audio-analysis/1BrxO4PTwEjHPqnWykhJhL,4,1,228040,FALSE,https://api.spotify.com/v1/tracks/1BrxO4PTwEjHPqnWykhJhL,FALSE,Jewels N' *****,NA,5,track,spotify:track:1BrxO4PTwEjHPqnWykhJhL,https://open.spotify.com/track/1BrxO4PTwEjHPqnWykhJhL,ARTPOP,D,major,D major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.667,0.912,6,-3.218,0,0.044,0.00154,1.17e-6,0.792,0.867,138.084,0O0hPFfVZE2lv7CaBon6kf,https://api.spotify.com/v1/audio-analysis/0O0hPFfVZE2lv7CaBon6kf,4,1,199786,FALSE,https://api.spotify.com/v1/tracks/0O0hPFfVZE2lv7CaBon6kf,FALSE,MANiCURE,NA,6,track,spotify:track:0O0hPFfVZE2lv7CaBon6kf,https://open.spotify.com/track/0O0hPFfVZE2lv7CaBon6kf,ARTPOP,F#,minor,F# minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.747,0.667,0,-4.379,1,0.0544,9.72e-4,8.47e-6,0.0718,0.459,117.031,0Tp1FvncS6wI3CUclCB2fw,https://api.spotify.com/v1/audio-analysis/0Tp1FvncS6wI3CUclCB2fw,4,1,247520,FALSE,https://api.spotify.com/v1/tracks/0Tp1FvncS6wI3CUclCB2fw,FALSE,ARTPOP,NA,7,track,spotify:track:0Tp1FvncS6wI3CUclCB2fw,https://open.spotify.com/track/0Tp1FvncS6wI3CUclCB2fw,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.497,0.867,0,-3.671,1,0.197,0.00606,4.43e-5,0.628,0.206,127.89,4Mz2sQFkU5EAB8qdT2OPys,https://api.spotify.com/v1/audio-analysis/4Mz2sQFkU5EAB8qdT2OPys,4,1,268600,FALSE,https://api.spotify.com/v1/tracks/4Mz2sQFkU5EAB8qdT2OPys,FALSE,Swine,NA,8,track,spotify:track:4Mz2sQFkU5EAB8qdT2OPys,https://open.spotify.com/track/4Mz2sQFkU5EAB8qdT2OPys,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.696,0.818,9,-4.92,0,0.238,0.0128,0,0.425,0.671,124.981,4KEwEJBB7Fe2w5pcuDWKA3,https://api.spotify.com/v1/audio-analysis/4KEwEJBB7Fe2w5pcuDWKA3,4,1,264960,FALSE,https://api.spotify.com/v1/tracks/4KEwEJBB7Fe2w5pcuDWKA3,FALSE,Donatella,NA,9,track,spotify:track:4KEwEJBB7Fe2w5pcuDWKA3,https://open.spotify.com/track/4KEwEJBB7Fe2w5pcuDWKA3,ARTPOP,A,minor,A minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.606,0.799,4,-4.737,0,0.0485,0.00286,0,0.118,0.501,116.991,1QufH4vF87GRvTWooHAREO,https://api.spotify.com/v1/audio-analysis/1QufH4vF87GRvTWooHAREO,4,1,239853,FALSE,https://api.spotify.com/v1/tracks/1QufH4vF87GRvTWooHAREO,FALSE,Fashion!,NA,10,track,spotify:track:1QufH4vF87GRvTWooHAREO,https://open.spotify.com/track/1QufH4vF87GRvTWooHAREO,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.481,0.968,4,-4.632,0,0.233,0.0144,0,0.358,0.203,102.025,6lH6EU3xA4WNwE2yy7eQoE,https://api.spotify.com/v1/audio-analysis/6lH6EU3xA4WNwE2yy7eQoE,4,1,277800,FALSE,https://api.spotify.com/v1/tracks/6lH6EU3xA4WNwE2yy7eQoE,FALSE,Mary Jane Holland,NA,11,track,spotify:track:6lH6EU3xA4WNwE2yy7eQoE,https://open.spotify.com/track/6lH6EU3xA4WNwE2yy7eQoE,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.341,0.427,0,-6.48,0,0.0335,0.665,0,0.082,0.155,128.316,3HtGoqal1kHVGqqTSRbxPk,https://api.spotify.com/v1/audio-analysis/3HtGoqal1kHVGqqTSRbxPk,4,1,221546,FALSE,https://api.spotify.com/v1/tracks/3HtGoqal1kHVGqqTSRbxPk,FALSE,Dope,NA,12,track,spotify:track:3HtGoqal1kHVGqqTSRbxPk,https://open.spotify.com/track/3HtGoqal1kHVGqqTSRbxPk,ARTPOP,C,minor,C minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.564,0.745,0,-4.333,1,0.0403,0.0124,0,0.146,0.358,133.901,1ho7U8ioCLYmznkdteRTDK,https://api.spotify.com/v1/audio-analysis/1ho7U8ioCLYmznkdteRTDK,4,1,248706,FALSE,https://api.spotify.com/v1/tracks/1ho7U8ioCLYmznkdteRTDK,FALSE,Gypsy,NA,13,track,spotify:track:1ho7U8ioCLYmznkdteRTDK,https://open.spotify.com/track/1ho7U8ioCLYmznkdteRTDK,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,6ENciIfVWVnQuHpYzQL2lB,album,2013-11-11,2013,day,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-6,0.143,0.738,139.945,3YjfzMYYOjR3c0z63Otk0F,https://api.spotify.com/v1/audio-analysis/3YjfzMYYOjR3c0z63Otk0F,4,1,212333,FALSE,https://api.spotify.com/v1/tracks/3YjfzMYYOjR3c0z63Otk0F,FALSE,Applause,NA,14,track,spotify:track:3YjfzMYYOjR3c0z63Otk0F,https://open.spotify.com/track/3YjfzMYYOjR3c0z63Otk0F,ARTPOP,G,minor,G minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.708,0.821,1,-4.911,1,0.0642,0.0256,2.98e-6,0.173,0.35,129.979,0B2aStD5y2egEGdaMgXmoP,https://api.spotify.com/v1/audio-analysis/0B2aStD5y2egEGdaMgXmoP,4,1,235746,FALSE,https://api.spotify.com/v1/tracks/0B2aStD5y2egEGdaMgXmoP,FALSE,Aura,NA,1,track,spotify:track:0B2aStD5y2egEGdaMgXmoP,https://open.spotify.com/track/0B2aStD5y2egEGdaMgXmoP,ARTPOP,C#,major,C# major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.807,0.896,5,-4.311,0,0.0571,0.0267,0,0.099,0.761,121.008,7w56VoiE8ZBodRPO0wa6hv,https://api.spotify.com/v1/audio-analysis/7w56VoiE8ZBodRPO0wa6hv,4,1,233706,FALSE,https://api.spotify.com/v1/tracks/7w56VoiE8ZBodRPO0wa6hv,FALSE,Venus,NA,2,track,spotify:track:7w56VoiE8ZBodRPO0wa6hv,https://open.spotify.com/track/7w56VoiE8ZBodRPO0wa6hv,ARTPOP,F,minor,F minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.616,0.92,5,-3.487,0,0.04,0.0133,0,0.122,0.521,110.004,1ZApDW188xSncWMlGmrAD1,https://api.spotify.com/v1/audio-analysis/1ZApDW188xSncWMlGmrAD1,4,1,232626,FALSE,https://api.spotify.com/v1/tracks/1ZApDW188xSncWMlGmrAD1,FALSE,G.U.Y.,NA,3,track,spotify:track:1ZApDW188xSncWMlGmrAD1,https://open.spotify.com/track/1ZApDW188xSncWMlGmrAD1,ARTPOP,F,minor,F minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.666,0.718,8,-4.506,1,0.0555,0.0235,0,0.123,0.373,113.957,4DAU8qbPdv1Ca2jiXddB9L,https://api.spotify.com/v1/audio-analysis/4DAU8qbPdv1Ca2jiXddB9L,4,1,214680,FALSE,https://api.spotify.com/v1/tracks/4DAU8qbPdv1Ca2jiXddB9L,FALSE,X Dreams,NA,4,track,spotify:track:4DAU8qbPdv1Ca2jiXddB9L,https://open.spotify.com/track/4DAU8qbPdv1Ca2jiXddB9L,ARTPOP,G#,major,G# major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.734,0.898,2,-4.125,1,0.0848,0.00298,0,0.23,0.542,136.073,6TiUCezv5DCRWjvbqngSug,https://api.spotify.com/v1/audio-analysis/6TiUCezv5DCRWjvbqngSug,4,1,228040,FALSE,https://api.spotify.com/v1/tracks/6TiUCezv5DCRWjvbqngSug,FALSE,Jewels N' *****,NA,5,track,spotify:track:6TiUCezv5DCRWjvbqngSug,https://open.spotify.com/track/6TiUCezv5DCRWjvbqngSug,ARTPOP,D,major,D major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.667,0.912,6,-3.218,0,0.044,0.00154,1.17e-6,0.792,0.867,138.084,3MVkyIRevJfg5CzDpA52kr,https://api.spotify.com/v1/audio-analysis/3MVkyIRevJfg5CzDpA52kr,4,1,199786,FALSE,https://api.spotify.com/v1/tracks/3MVkyIRevJfg5CzDpA52kr,FALSE,MANiCURE,NA,6,track,spotify:track:3MVkyIRevJfg5CzDpA52kr,https://open.spotify.com/track/3MVkyIRevJfg5CzDpA52kr,ARTPOP,F#,minor,F# minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.747,0.667,0,-4.379,1,0.0544,9.72e-4,8.47e-6,0.0718,0.459,117.031,4ExhU5WCMZXaYSL8RAarvv,https://api.spotify.com/v1/audio-analysis/4ExhU5WCMZXaYSL8RAarvv,4,1,247520,FALSE,https://api.spotify.com/v1/tracks/4ExhU5WCMZXaYSL8RAarvv,FALSE,ARTPOP,NA,7,track,spotify:track:4ExhU5WCMZXaYSL8RAarvv,https://open.spotify.com/track/4ExhU5WCMZXaYSL8RAarvv,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.497,0.867,0,-3.671,1,0.197,0.00606,4.43e-5,0.628,0.206,127.89,2CVYaW1uJDBYiAe70oM1WJ,https://api.spotify.com/v1/audio-analysis/2CVYaW1uJDBYiAe70oM1WJ,4,1,268600,FALSE,https://api.spotify.com/v1/tracks/2CVYaW1uJDBYiAe70oM1WJ,FALSE,Swine,NA,8,track,spotify:track:2CVYaW1uJDBYiAe70oM1WJ,https://open.spotify.com/track/2CVYaW1uJDBYiAe70oM1WJ,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.696,0.818,9,-4.92,0,0.238,0.0128,0,0.425,0.671,124.981,3RLbySgKkWPemas9MTaodO,https://api.spotify.com/v1/audio-analysis/3RLbySgKkWPemas9MTaodO,4,1,264960,FALSE,https://api.spotify.com/v1/tracks/3RLbySgKkWPemas9MTaodO,FALSE,Donatella,NA,9,track,spotify:track:3RLbySgKkWPemas9MTaodO,https://open.spotify.com/track/3RLbySgKkWPemas9MTaodO,ARTPOP,A,minor,A minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.606,0.799,4,-4.737,0,0.0485,0.00286,0,0.118,0.501,116.991,4ISpfmZqTkbefAlicDD9Qs,https://api.spotify.com/v1/audio-analysis/4ISpfmZqTkbefAlicDD9Qs,4,1,239853,FALSE,https://api.spotify.com/v1/tracks/4ISpfmZqTkbefAlicDD9Qs,FALSE,Fashion!,NA,10,track,spotify:track:4ISpfmZqTkbefAlicDD9Qs,https://open.spotify.com/track/4ISpfmZqTkbefAlicDD9Qs,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.481,0.968,4,-4.632,0,0.233,0.0144,0,0.358,0.203,102.025,613MLBWljNVA3FKiKW0gvb,https://api.spotify.com/v1/audio-analysis/613MLBWljNVA3FKiKW0gvb,4,1,277800,FALSE,https://api.spotify.com/v1/tracks/613MLBWljNVA3FKiKW0gvb,FALSE,Mary Jane Holland,NA,11,track,spotify:track:613MLBWljNVA3FKiKW0gvb,https://open.spotify.com/track/613MLBWljNVA3FKiKW0gvb,ARTPOP,E,minor,E minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.341,0.427,0,-6.48,0,0.0335,0.665,0,0.082,0.155,128.316,0F9jseoMHjiotq51elv26C,https://api.spotify.com/v1/audio-analysis/0F9jseoMHjiotq51elv26C,4,1,221546,FALSE,https://api.spotify.com/v1/tracks/0F9jseoMHjiotq51elv26C,FALSE,Dope,NA,12,track,spotify:track:0F9jseoMHjiotq51elv26C,https://open.spotify.com/track/0F9jseoMHjiotq51elv26C,ARTPOP,C,minor,C minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.564,0.745,0,-4.333,1,0.0403,0.0124,0,0.146,0.358,133.901,4T3q8JHT80l9l6oULWtsem,https://api.spotify.com/v1/audio-analysis/4T3q8JHT80l9l6oULWtsem,4,1,248706,FALSE,https://api.spotify.com/v1/tracks/4T3q8JHT80l9l6oULWtsem,FALSE,Gypsy,NA,13,track,spotify:track:4T3q8JHT80l9l6oULWtsem,https://open.spotify.com/track/4T3q8JHT80l9l6oULWtsem,ARTPOP,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,3P4ieBubW04cGQT52hPxt6,album,2013-11-11,2013,day,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-6,0.143,0.738,139.945,0y6eiIzqeTFUGhwlIB0be9,https://api.spotify.com/v1/audio-analysis/0y6eiIzqeTFUGhwlIB0be9,4,1,212333,FALSE,https://api.spotify.com/v1/tracks/0y6eiIzqeTFUGhwlIB0be9,FALSE,Applause,NA,14,track,spotify:track:0y6eiIzqeTFUGhwlIB0be9,https://open.spotify.com/track/0y6eiIzqeTFUGhwlIB0be9,ARTPOP,G,minor,G minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2KkMVsxymoNR7hRmBcMttd,album,2011-01-01,2011,day,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,1k18nxjYj8R5iz82Ap7GEY,https://api.spotify.com/v1/audio-analysis/1k18nxjYj8R5iz82Ap7GEY,4,1,264520,FALSE,https://api.spotify.com/v1/tracks/1k18nxjYj8R5iz82Ap7GEY,FALSE,Marry The Night,NA,1,track,spotify:track:1k18nxjYj8R5iz82Ap7GEY,https://open.spotify.com/track/1k18nxjYj8R5iz82Ap7GEY,Born This Way,C,major,C major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2KkMVsxymoNR7hRmBcMttd,album,2011-01-01,2011,day,0.586,0.827,11,-5.102,1,0.15,0.0037,0,0.328,0.508,123.905,6aDi4gOE2Cfc6ecynvP81R,https://api.spotify.com/v1/audio-analysis/6aDi4gOE2Cfc6ecynvP81R,4,1,260253,FALSE,https://api.spotify.com/v1/tracks/6aDi4gOE2Cfc6ecynvP81R,FALSE,Born This Way,NA,2,track,spotify:track:6aDi4gOE2Cfc6ecynvP81R,https://open.spotify.com/track/6aDi4gOE2Cfc6ecynvP81R,Born This Way,B,major,B major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2KkMVsxymoNR7hRmBcMttd,album,2011-01-01,2011,day,0.672,0.804,7,-6.778,1,0.0365,1.9e-4,0.0603,0.689,0.496,119.979,163qYiv7eLxiExe5FwUZqm,https://api.spotify.com/v1/audio-analysis/163qYiv7eLxiExe5FwUZqm,4,1,254266,FALSE,https://api.spotify.com/v1/tracks/163qYiv7eLxiExe5FwUZqm,FALSE,Government Hooker,NA,3,track,spotify:track:163qYiv7eLxiExe5FwUZqm,https://open.spotify.com/track/163qYiv7eLxiExe5FwUZqm,Born This Way,G,major,G major,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2KkMVsxymoNR7hRmBcMttd,album,2011-01-01,2011,day,0.661,0.937,10,-3.83,0,0.0744,9.67e-4,1.59e-5,0.355,0.535,131.001,0QkWikH5Z3U0f79T9iuF6c,https://api.spotify.com/v1/audio-analysis/0QkWikH5Z3U0f79T9iuF6c,4,1,249066,FALSE,https://api.spotify.com/v1/tracks/0QkWikH5Z3U0f79T9iuF6c,FALSE,Judas,NA,4,track,spotify:track:0QkWikH5Z3U0f79T9iuF6c,https://open.spotify.com/track/0QkWikH5Z3U0f79T9iuF6c,Born This Way,A#,minor,A# minor,Lady Gaga
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2KkMVsxymoNR7hRmBcMttd,album,2011-01-01,2011,day,0.608,0.841,1,-5.072,1,0.0328,6.38e-4,7.39e-6,0.507,0.331,127.985,6YWZJINy5OxVfFfCpK6z5L,https://api.spotify.com/v1/audio-analysis/6YWZJINy5OxVfFfCpK6z5L,4,1,246480,FALSE,https://api.spotify.com/v1/tracks/6YWZJINy5OxVfFfCpK6z5L,FALSE,Americano,NA,5,track,spotify:track:6YWZJINy5OxVfFfCpK6z5L,https://open.spotify.com/track/6YWZJINy5OxVfFfCpK6z5L,Born This Way,C#,major,C# major,Lady Gaga
